Player,standard | Nation,standard | Pos,standard | Squad,standard | Age,standard | Born,standard_Playing Time | MP,standard_Playing Time | Starts,standard_Playing Time | Min,standard_Performance | Gls,standard_Performance | Ast,standard_Performance | CrdY,standard_Performance | CrdR,standard_Expected | xG,standard_Expected | xAG,standard_Progression | PrgC,standard_Progression | PrgP,standard_Progression | PrgR,standard_Per 90 Minutes | Gls,standard_Per 90 Minutes | Ast,standard_Per 90 Minutes | xG,standard_Per 90 Minutes | xAG,keepers_Performance | GA90,keepers_Performance | Save%,keepers_Performance | CS%,keepers_Penalty Kicks | Save%,shooting_Standard | SoT%,shooting_Standard | SoT/90,shooting_Standard | G/Sh,shooting_Standard | Dist,passing_Total | Cmp,passing_Total | Cmp%,passing_Total | TotDist,passing_Short | Cmp%,passing_Medium | Cmp%,passing_Long | Cmp%,passing | KP,passing | 1/3,passing | PPA,passing | CrsPA,passing | PrgP,gca_SCA | SCA,gca_SCA | SCA90,gca_GCA | GCA,gca_GCA | GCA90,defense_Tackles | Tkl,defense_Tackles | TklW,defense_Challenges | Att,defense_Challenges | Lost,defense_Blocks | Blocks,defense_Blocks | Sh,defense_Blocks | Pass,defense | Int,possession_Touches | Touches,possession_Touches | Def Pen,possession_Touches | Def 3rd,possession_Touches | Mid 3rd,possession_Touches | Att 3rd,possession_Touches | Att Pen,possession_Take-Ons | Att,possession_Take-Ons | Succ%,possession_Take-Ons | Tkld%,possession_Carries | Carries,possession_Carries | PrgDist,possession_Carries | PrgC,possession_Carries | 1/3,possession_Carries | CPA,possession_Carries | Mis,possession_Carries | Dis,possession_Receiving | Rec,possession_Receiving | PrgR,misc_Performance | Fls,misc_Performance | Fld,misc_Performance | Off,misc_Performance | Crs,misc_Performance | Recov,misc_Aerial Duels | Won,misc_Aerial Duels | Lost,misc_Aerial Duels | Won%
Gabriel Martinelli,br BRA,"FW,MF",Arsenal,23.0,2001.0,29.0,21.0,1956.0,7.0,4.0,1.0,0.0,5.9,4.5,106.0,44.0,259.0,0.32,0.18,0.27,0.21,0.0,0.0,0.0,0.0,42.2,0.87,0.16,13.0,429.0,71.0,6240.0,83.1,69.2,51.1,34.0,10.0,30.0,13.0,44.0,61.0,2.81,6.0,0.28,19.0,14.0,22.0,16.0,10.0,0.0,10.0,4.0,860.0,15.0,83.0,218.0,571.0,162.0,103.0,29.1,55.3,576.0,2268.0,106.0,29.0,55.0,48.0,33.0,655.0,259.0,14.0,19.0,8.0,80.0,70.0,14.0,29.0,32.6
George Hirst,sct SCO,FW,Ipswich Town,26.0,1999.0,22.0,3.0,470.0,2.0,1.0,1.0,0.0,1.3,0.3,9.0,12.0,27.0,0.38,0.19,0.25,0.05,0.0,0.0,0.0,0.0,44.4,0.77,0.22,12.0,55.0,55.0,644.0,66.7,47.8,50.0,3.0,1.0,4.0,0.0,12.0,7.0,1.33,3.0,0.57,3.0,3.0,3.0,2.0,1.0,1.0,0.0,2.0,156.0,10.0,22.0,54.0,82.0,21.0,5.0,40.0,40.0,88.0,198.0,9.0,2.0,6.0,21.0,13.0,134.0,27.0,11.0,9.0,2.0,3.0,8.0,30.0,19.0,61.2
Georginio Rutter,fr FRA,"MF,FW",Brighton,23.0,2002.0,28.0,19.0,1656.0,5.0,3.0,2.0,0.0,4.6,2.5,42.0,67.0,79.0,0.27,0.16,0.25,0.14,0.0,0.0,0.0,0.0,24.0,0.65,0.1,15.5,237.0,66.8,3344.0,77.0,66.7,62.5,19.0,30.0,16.0,1.0,67.0,64.0,3.47,8.0,0.43,39.0,15.0,36.0,22.0,20.0,3.0,17.0,10.0,641.0,20.0,83.0,246.0,326.0,79.0,71.0,38.0,47.9,361.0,1405.0,42.0,36.0,16.0,45.0,37.0,411.0,79.0,34.0,45.0,7.0,9.0,66.0,25.0,46.0,35.2
Gonçalo Guedes,pt POR,"MF,FW",Wolves,28.0,1996.0,25.0,7.0,772.0,2.0,4.0,1.0,0.0,2.2,1.1,32.0,30.0,58.0,0.23,0.47,0.26,0.13,0.0,0.0,0.0,0.0,36.8,0.82,0.11,20.0,186.0,72.7,3117.0,84.1,76.0,44.8,11.0,13.0,16.0,5.0,30.0,23.0,2.68,8.0,0.93,14.0,4.0,15.0,12.0,9.0,0.0,9.0,5.0,367.0,4.0,42.0,161.0,177.0,28.0,20.0,25.0,55.0,224.0,896.0,32.0,20.0,5.0,33.0,14.0,248.0,58.0,14.0,15.0,3.0,16.0,34.0,3.0,11.0,21.4
Guglielmo Vicario,it ITA,GK,Tottenham,28.0,1996.0,22.0,22.0,1980.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.45,65.2,18.2,0.0,0.0,0.0,0.0,0.0,709.0,88.8,13716.0,99.1,97.3,51.0,0.0,1.0,0.0,0.0,1.0,4.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,848.0,568.0,830.0,18.0,0.0,0.0,1.0,100.0,0.0,606.0,1594.0,0.0,0.0,0.0,0.0,0.0,549.0,0.0,0.0,2.0,0.0,0.0,31.0,9.0,0.0,100.0
Guido Rodríguez,ar ARG,MF,West Ham,31.0,1994.0,20.0,14.0,1018.0,0.0,0.0,5.0,0.0,0.2,0.1,2.0,31.0,5.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,12.5,0.09,0.0,27.8,419.0,84.1,7149.0,87.4,91.4,62.7,3.0,36.0,1.0,0.0,31.0,10.0,0.88,0.0,0.0,30.0,16.0,30.0,16.0,21.0,9.0,12.0,12.0,617.0,42.0,196.0,366.0,56.0,2.0,3.0,66.7,0.0,284.0,392.0,2.0,5.0,0.0,2.0,6.0,354.0,5.0,15.0,11.0,1.0,4.0,46.0,8.0,7.0,53.3
Hamza Choudhury,bd BAN,"MF,DF",Leicester City,27.0,1997.0,4.0,1.0,131.0,0.0,0.0,0.0,0.0,0.0,0.4,4.0,3.0,6.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,27.104956896551727,0.0,0.0724353448275862,15.432112068965518,72.0,85.7,991.0,94.0,79.3,50.0,2.0,10.0,1.0,1.0,3.0,3.0,2.05,0.0,0.0,1.0,1.0,3.0,2.0,4.0,2.0,2.0,5.0,100.0,4.0,19.0,61.0,20.0,3.0,4.0,75.0,25.0,63.0,130.0,4.0,2.0,2.0,1.0,0.0,71.0,6.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,48.97632135306554
Harrison Reed,eng ENG,MF,Fulham,30.0,1995.0,11.0,0.0,93.0,0.0,0.0,2.0,0.0,0.2,0.1,1.0,4.0,7.0,0.0,0.0,0.22,0.07,0.0,0.0,0.0,0.0,66.7,1.94,0.0,21.7,39.0,72.2,550.0,87.5,81.3,40.0,1.0,1.0,1.0,0.0,4.0,1.0,0.97,0.0,0.0,6.0,3.0,3.0,2.0,1.0,0.0,1.0,1.0,77.0,2.0,11.0,28.0,39.0,5.0,2.0,0.0,50.0,31.0,27.0,1.0,1.0,0.0,2.0,2.0,38.0,7.0,6.0,2.0,0.0,5.0,10.0,1.0,2.0,33.3
Harry Amass,eng ENG,DF,Manchester Utd,18.0,2007.0,3.0,2.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,12.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6,77.0,82.8,906.0,91.4,76.0,25.0,1.0,3.0,0.0,0.0,4.0,5.0,2.71,0.0,0.0,4.0,1.0,3.0,2.0,3.0,0.0,3.0,1.0,121.0,7.0,39.0,37.0,46.0,2.0,3.0,66.7,33.3,61.0,178.0,5.0,4.0,1.0,6.0,4.0,64.0,12.0,2.0,3.0,1.0,4.0,10.0,5.0,1.0,83.3
Harry Clarke,eng ENG,DF,Ipswich Town,24.0,2001.0,7.0,4.0,379.0,0.0,0.0,3.0,1.0,0.1,0.0,5.0,14.0,2.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,100.0,0.24,0.0,4.5,190.0,80.5,3442.0,91.6,87.5,57.5,1.0,21.0,1.0,0.0,14.0,1.0,0.24,0.0,0.0,5.0,3.0,6.0,3.0,5.0,4.0,1.0,4.0,268.0,18.0,100.0,122.0,47.0,2.0,2.0,50.0,50.0,118.0,222.0,5.0,7.0,0.0,4.0,2.0,163.0,2.0,5.0,1.0,0.0,5.0,17.0,10.0,4.0,71.4
Harry Maguire,eng ENG,DF,Manchester Utd,32.0,1993.0,23.0,17.0,1483.0,1.0,0.0,7.0,0.0,1.4,0.3,6.0,43.0,6.0,0.06,0.0,0.09,0.02,0.0,0.0,0.0,0.0,41.7,0.3,0.08,7.9,812.0,86.2,15170.0,91.8,91.0,58.3,6.0,42.0,3.0,0.0,43.0,17.0,1.03,0.0,0.0,26.0,13.0,17.0,4.0,14.0,12.0,2.0,37.0,1117.0,136.0,560.0,509.0,62.0,37.0,5.0,40.0,60.0,658.0,1644.0,6.0,6.0,3.0,6.0,2.0,722.0,6.0,17.0,8.0,1.0,2.0,53.0,51.0,21.0,70.8
Harry Toffolo,eng ENG,DF,Nott'ham Forest,29.0,1995.0,4.0,1.0,137.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,47.0,70.1,653.0,93.8,62.5,14.3,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,3.0,4.0,1.0,2.0,2.0,0.0,2.0,88.0,9.0,32.0,22.0,34.0,2.0,0.0,46.58571428571428,42.44353741496598,17.0,23.0,0.0,0.0,0.0,0.0,0.0,30.0,4.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,100.0
Harry Wilson,wls WAL,"FW,MF",Fulham,28.0,1997.0,21.0,9.0,937.0,5.0,1.0,2.0,0.0,3.2,1.1,16.0,46.0,79.0,0.48,0.1,0.31,0.1,0.0,0.0,0.0,0.0,31.0,0.86,0.17,17.7,279.0,73.6,4685.0,84.6,78.4,44.1,19.0,23.0,13.0,1.0,46.0,36.0,3.46,3.0,0.29,13.0,8.0,15.0,6.0,13.0,1.0,12.0,5.0,486.0,7.0,63.0,175.0,257.0,45.0,24.0,37.5,41.7,287.0,657.0,16.0,18.0,8.0,13.0,5.0,326.0,79.0,10.0,18.0,1.0,35.0,44.0,4.0,18.0,18.2
Harry Winks,eng ENG,MF,Leicester City,29.0,1996.0,22.0,17.0,1538.0,0.0,2.0,4.0,0.0,0.2,1.2,19.0,101.0,11.0,0.0,0.12,0.01,0.07,0.0,0.0,0.0,0.0,40.0,0.23,0.0,29.2,910.0,87.1,14101.0,92.2,91.2,57.9,17.0,110.0,7.0,5.0,101.0,39.0,2.28,3.0,0.18,24.0,11.0,30.0,17.0,19.0,7.0,12.0,9.0,1158.0,49.0,275.0,746.0,151.0,1.0,12.0,25.0,66.7,696.0,1522.0,19.0,13.0,0.0,13.0,8.0,827.0,11.0,9.0,13.0,0.0,34.0,106.0,8.0,6.0,57.1
Harvey Barnes,eng ENG,FW,Newcastle Utd,27.0,1997.0,29.0,13.0,1413.0,9.0,4.0,0.0,0.0,6.3,3.7,74.0,69.0,159.0,0.57,0.25,0.4,0.24,0.0,0.0,0.0,0.0,30.8,1.02,0.17,14.7,402.0,79.3,5599.0,87.2,74.7,64.7,21.0,21.0,34.0,8.0,69.0,52.0,3.3,9.0,0.57,16.0,9.0,7.0,4.0,7.0,1.0,6.0,6.0,676.0,15.0,82.0,225.0,374.0,102.0,56.0,37.5,50.0,471.0,2026.0,74.0,38.0,41.0,24.0,18.0,538.0,159.0,10.0,18.0,4.0,37.0,46.0,5.0,14.0,26.3
Harvey Elliott,eng ENG,"MF,FW",Liverpool,22.0,2003.0,14.0,0.0,199.0,0.0,1.0,1.0,0.0,0.7,0.9,7.0,26.0,23.0,0.0,0.45,0.33,0.39,0.0,0.0,0.0,0.0,18.2,0.9,0.0,16.7,156.0,81.3,2693.0,92.3,78.8,65.2,6.0,15.0,4.0,0.0,26.0,12.0,5.43,2.0,0.9,4.0,3.0,4.0,3.0,4.0,1.0,3.0,1.0,220.0,2.0,20.0,96.0,105.0,15.0,5.0,40.0,60.0,128.0,259.0,7.0,8.0,5.0,2.0,4.0,165.0,23.0,0.0,0.0,1.0,10.0,10.0,1.0,2.0,33.3
Hwang Hee-chan,kr KOR,"MF,FW",Wolves,29.0,1996.0,19.0,5.0,645.0,2.0,0.0,0.0,0.0,0.8,0.1,15.0,12.0,40.0,0.28,0.0,0.11,0.02,0.0,0.0,0.0,0.0,60.0,0.42,0.4,17.4,159.0,81.5,2061.0,87.0,85.1,80.0,3.0,7.0,4.0,2.0,12.0,9.0,1.25,1.0,0.14,6.0,4.0,6.0,4.0,9.0,0.0,9.0,2.0,260.0,9.0,41.0,98.0,123.0,23.0,13.0,15.4,84.6,150.0,426.0,15.0,5.0,7.0,13.0,10.0,172.0,40.0,6.0,8.0,0.0,8.0,27.0,3.0,9.0,25.0
Hákon Rafn Valdimarsson,is ISL,GK,Brentford,23.0,2001.0,2.0,1.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,50.0,100.0,0.0,0.0,0.0,0.0,0.0,46.0,65.7,1445.0,100.0,100.0,41.5,0.0,2.0,0.0,0.0,0.0,2.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,60.0,71.0,1.0,0.0,0.0,0.0,46.58571428571428,42.44353741496598,44.0,80.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0
Ian Maatsen,nl NED,DF,Aston Villa,23.0,2002.0,25.0,7.0,887.0,1.0,2.0,2.0,0.0,0.7,2.7,26.0,39.0,84.0,0.1,0.2,0.08,0.27,0.0,0.0,0.0,0.0,31.3,0.51,0.06,22.7,507.0,81.8,8095.0,88.5,85.9,53.5,18.0,20.0,15.0,3.0,39.0,49.0,4.97,7.0,0.71,25.0,13.0,20.0,6.0,10.0,0.0,10.0,15.0,756.0,42.0,200.0,278.0,286.0,40.0,20.0,50.0,50.0,404.0,974.0,26.0,15.0,11.0,18.0,20.0,463.0,84.0,9.0,8.0,3.0,47.0,54.0,8.0,5.0,61.5
Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,27.0,1997.0,8.0,3.0,279.0,0.0,1.0,2.0,0.0,0.0,0.4,0.0,12.0,2.0,0.0,0.32,0.01,0.11,0.0,0.0,0.0,0.0,100.0,0.32,0.0,32.0,117.0,78.5,1700.0,88.8,80.9,54.5,3.0,9.0,2.0,0.0,12.0,5.0,1.61,0.0,0.0,18.0,10.0,10.0,6.0,5.0,0.0,5.0,2.0,193.0,8.0,44.0,123.0,28.0,7.0,1.0,0.0,100.0,75.0,83.0,0.0,2.0,0.0,4.0,1.0,101.0,2.0,8.0,5.0,0.0,0.0,22.0,5.0,7.0,41.7
Ibrahima Konaté,fr FRA,DF,Liverpool,25.0,1999.0,28.0,27.0,2320.0,1.0,2.0,5.0,0.0,1.7,1.0,21.0,103.0,3.0,0.04,0.08,0.07,0.04,0.0,0.0,0.0,0.0,16.7,0.12,0.06,10.5,1581.0,90.3,29259.0,93.7,95.1,55.7,10.0,125.0,8.0,0.0,103.0,30.0,1.16,7.0,0.27,36.0,25.0,34.0,10.0,27.0,15.0,12.0,12.0,2005.0,211.0,854.0,1047.0,110.0,22.0,4.0,50.0,25.0,1184.0,3160.0,21.0,13.0,0.0,8.0,2.0,1454.0,3.0,26.0,18.0,0.0,0.0,86.0,72.0,28.0,72.0
Idrissa Gana Gueye,sn SEN,MF,Everton,35.0,1989.0,33.0,31.0,2705.0,0.0,3.0,8.0,0.0,1.1,1.7,24.0,126.0,23.0,0.0,0.1,0.04,0.06,0.0,0.0,0.0,0.0,18.5,0.17,0.0,25.2,1062.0,86.5,18071.0,90.7,90.5,74.0,19.0,130.0,10.0,3.0,126.0,56.0,1.86,3.0,0.1,123.0,74.0,87.0,33.0,44.0,9.0,35.0,41.0,1571.0,68.0,382.0,891.0,307.0,19.0,36.0,47.2,47.2,732.0,1501.0,24.0,25.0,4.0,30.0,33.0,895.0,23.0,51.0,39.0,0.0,7.0,177.0,22.0,15.0,59.5
Igor,br BRA,DF,Brighton,27.0,1998.0,12.0,9.0,903.0,0.0,0.0,4.0,0.0,0.0,0.2,9.0,44.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,628.0,92.1,11358.0,96.5,95.2,71.4,1.0,35.0,2.0,1.0,44.0,11.0,1.1,0.0,0.0,4.0,4.0,10.0,6.0,23.0,14.0,9.0,4.0,764.0,109.0,377.0,353.0,38.0,1.0,4.0,75.0,25.0,497.0,1782.0,9.0,14.0,0.0,1.0,0.0,568.0,0.0,9.0,6.0,0.0,2.0,40.0,8.0,6.0,57.1
Iliman Ndiaye,sn SEN,FW,Everton,25.0,2000.0,29.0,26.0,2162.0,7.0,0.0,3.0,0.0,5.2,1.6,79.0,45.0,106.0,0.29,0.0,0.22,0.07,0.0,0.0,0.0,0.0,41.9,0.54,0.16,17.3,514.0,80.6,7768.0,86.0,85.8,68.0,17.0,34.0,14.0,5.0,45.0,58.0,2.42,5.0,0.21,47.0,25.0,44.0,25.0,25.0,4.0,21.0,17.0,956.0,32.0,197.0,397.0,410.0,74.0,134.0,45.5,47.0,552.0,2169.0,79.0,40.0,29.0,48.0,38.0,582.0,106.0,21.0,46.0,5.0,35.0,160.0,5.0,17.0,22.7
Illia Zabarnyi,ua UKR,DF,Bournemouth,22.0,2002.0,32.0,31.0,2752.0,0.0,0.0,3.0,1.0,1.1,0.6,24.0,125.0,4.0,0.0,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,1216.0,81.3,25696.0,90.1,90.6,52.8,11.0,131.0,6.0,0.0,125.0,28.0,0.92,0.0,0.0,46.0,32.0,43.0,13.0,33.0,20.0,13.0,35.0,1809.0,214.0,842.0,920.0,67.0,13.0,8.0,62.5,25.0,1124.0,4327.0,24.0,20.0,0.0,14.0,3.0,1128.0,4.0,17.0,6.0,0.0,5.0,140.0,70.0,40.0,63.6
Ismaila Sarr,sn SEN,"MF,FW",Crystal Palace,27.0,1998.0,34.0,26.0,2392.0,7.0,4.0,4.0,0.0,8.7,7.0,67.0,76.0,164.0,0.26,0.15,0.33,0.26,0.0,0.0,0.0,0.0,50.0,0.9,0.15,13.3,438.0,66.6,6582.0,74.8,70.8,47.7,37.0,26.0,36.0,8.0,76.0,97.0,3.65,9.0,0.34,21.0,10.0,23.0,16.0,22.0,7.0,15.0,8.0,954.0,39.0,156.0,367.0,441.0,118.0,51.0,29.4,52.9,526.0,1855.0,67.0,42.0,26.0,61.0,41.0,650.0,164.0,12.0,49.0,11.0,50.0,99.0,31.0,46.0,40.3
Issa Diop,fr FRA,DF,Fulham,28.0,1997.0,21.0,15.0,1339.0,0.0,0.0,2.0,0.0,0.5,0.1,6.0,25.0,3.0,0.0,0.0,0.04,0.01,0.0,0.0,0.0,0.0,40.0,0.13,0.0,10.7,663.0,87.5,12350.0,92.5,92.9,52.9,3.0,43.0,1.0,0.0,25.0,6.0,0.4,0.0,0.0,26.0,12.0,18.0,5.0,10.0,7.0,3.0,9.0,903.0,125.0,498.0,381.0,26.0,13.0,2.0,50.0,50.0,533.0,1216.0,6.0,2.0,0.0,9.0,2.0,617.0,3.0,10.0,4.0,0.0,1.0,45.0,20.0,12.0,62.5
Jack Clarke,eng ENG,"FW,MF",Ipswich Town,24.0,2000.0,28.0,11.0,1033.0,0.0,4.0,2.0,0.0,1.0,2.0,30.0,33.0,47.0,0.0,0.35,0.09,0.17,0.0,0.0,0.0,0.0,14.3,0.17,0.0,19.4,260.0,76.0,4206.0,86.7,85.6,46.4,23.0,24.0,6.0,0.0,33.0,39.0,3.4,5.0,0.44,28.0,17.0,31.0,15.0,6.0,0.0,6.0,7.0,476.0,22.0,114.0,195.0,181.0,32.0,38.0,55.3,31.6,264.0,966.0,30.0,18.0,9.0,20.0,16.0,287.0,47.0,14.0,20.0,3.0,13.0,65.0,7.0,14.0,33.3
Jack Grealish,eng ENG,"FW,MF",Manchester City,29.0,1995.0,19.0,7.0,720.0,1.0,1.0,3.0,0.0,1.1,1.8,69.0,52.0,118.0,0.12,0.12,0.14,0.23,0.0,0.0,0.0,0.0,33.3,0.62,0.07,16.3,381.0,87.6,5676.0,93.2,87.8,69.2,24.0,23.0,16.0,0.0,52.0,47.0,5.87,2.0,0.25,9.0,5.0,5.0,3.0,12.0,2.0,10.0,2.0,519.0,14.0,40.0,162.0,324.0,71.0,29.0,44.8,31.0,375.0,1714.0,69.0,23.0,46.0,10.0,16.0,422.0,118.0,5.0,25.0,0.0,20.0,26.0,1.0,7.0,12.5
Jack Harrison,eng ENG,FW,Everton,28.0,1996.0,30.0,22.0,1887.0,1.0,0.0,0.0,0.0,3.3,3.7,62.0,45.0,116.0,0.05,0.0,0.16,0.18,0.0,0.0,0.0,0.0,22.2,0.29,0.04,16.3,374.0,63.2,5976.0,81.4,68.6,34.0,32.0,26.0,24.0,10.0,45.0,53.0,2.53,4.0,0.19,30.0,21.0,40.0,26.0,18.0,2.0,16.0,9.0,862.0,31.0,144.0,304.0,421.0,62.0,71.0,31.0,57.7,473.0,1439.0,62.0,32.0,14.0,50.0,37.0,556.0,116.0,13.0,26.0,4.0,115.0,65.0,4.0,26.0,13.3
Jack Hinshelwood,eng ENG,"DF,MF",Brighton,20.0,2005.0,22.0,20.0,1676.0,2.0,2.0,5.0,0.0,1.5,1.3,16.0,60.0,46.0,0.11,0.11,0.08,0.07,0.0,0.0,0.0,0.0,42.9,0.32,0.14,14.3,800.0,83.4,12164.0,91.2,84.4,54.0,15.0,33.0,9.0,2.0,60.0,33.0,1.77,3.0,0.16,26.0,18.0,26.0,15.0,8.0,3.0,5.0,14.0,1100.0,49.0,307.0,505.0,293.0,26.0,9.0,11.1,77.8,539.0,1084.0,16.0,19.0,1.0,16.0,2.0,686.0,46.0,15.0,6.0,0.0,26.0,55.0,19.0,14.0,57.6
Jack Stephens,eng ENG,DF,Southampton,31.0,1994.0,16.0,14.0,1164.0,1.0,0.0,2.0,2.0,0.6,0.2,13.0,50.0,2.0,0.08,0.0,0.04,0.01,0.0,0.0,0.0,0.0,50.0,0.15,0.25,11.0,751.0,91.9,12975.0,92.9,94.3,81.3,3.0,46.0,5.0,0.0,50.0,12.0,0.93,0.0,0.0,31.0,18.0,26.0,11.0,14.0,9.0,5.0,11.0,935.0,106.0,387.0,458.0,94.0,11.0,4.0,0.0,100.0,520.0,1127.0,13.0,11.0,1.0,2.0,3.0,655.0,2.0,12.0,4.0,1.0,1.0,41.0,6.0,8.0,42.9
Jack Taylor,ie IRL,MF,Ipswich Town,26.0,1998.0,28.0,2.0,685.0,1.0,0.0,3.0,0.0,0.7,0.5,11.0,39.0,18.0,0.13,0.0,0.09,0.07,0.0,0.0,0.0,0.0,23.5,0.53,0.06,23.0,273.0,81.3,4780.0,86.4,86.5,54.3,5.0,28.0,8.0,1.0,39.0,20.0,2.62,1.0,0.13,17.0,8.0,22.0,11.0,9.0,2.0,7.0,7.0,433.0,27.0,123.0,234.0,87.0,8.0,9.0,44.4,33.3,211.0,693.0,11.0,9.0,1.0,9.0,6.0,274.0,18.0,14.0,4.0,0.0,6.0,43.0,7.0,6.0,53.8
Jacob Greaves,eng ENG,DF,Ipswich Town,24.0,2000.0,21.0,21.0,1845.0,1.0,0.0,5.0,0.0,1.2,0.0,6.0,51.0,7.0,0.05,0.0,0.06,0.0,0.0,0.0,0.0,0.0,50.0,0.2,0.13,8.3,791.0,86.4,12967.0,93.1,90.1,41.4,2.0,59.0,1.0,0.0,51.0,13.0,0.63,0.0,0.0,31.0,14.0,26.0,9.0,36.0,24.0,12.0,18.0,1141.0,244.0,619.0,455.0,71.0,15.0,3.0,66.7,33.3,524.0,925.0,6.0,9.0,0.0,7.0,2.0,704.0,7.0,11.0,18.0,1.0,0.0,43.0,58.0,38.0,60.4
Jacob Murphy,eng ENG,FW,Newcastle Utd,30.0,1995.0,31.0,27.0,2084.0,8.0,11.0,3.0,0.0,5.6,8.1,69.0,63.0,210.0,0.35,0.48,0.24,0.35,0.0,0.0,0.0,0.0,36.6,0.65,0.2,18.1,593.0,68.2,8970.0,84.1,66.9,42.9,38.0,46.0,34.0,14.0,63.0,73.0,3.16,14.0,0.61,22.0,15.0,30.0,14.0,31.0,0.0,31.0,11.0,1112.0,20.0,158.0,409.0,556.0,83.0,62.0,48.4,46.8,652.0,2055.0,69.0,31.0,24.0,30.0,33.0,802.0,210.0,11.0,14.0,3.0,108.0,88.0,4.0,15.0,21.1
Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,23.0,2001.0,26.0,18.0,1485.0,1.0,3.0,2.0,0.0,1.4,2.1,57.0,64.0,103.0,0.06,0.18,0.09,0.12,0.0,0.0,0.0,0.0,23.5,0.24,0.06,16.1,470.0,85.5,6225.0,92.0,84.2,73.7,18.0,30.0,20.0,1.0,64.0,49.0,2.97,8.0,0.48,29.0,15.0,20.0,10.0,21.0,3.0,18.0,7.0,712.0,12.0,134.0,252.0,338.0,66.0,42.0,57.1,23.8,466.0,1598.0,57.0,31.0,19.0,39.0,21.0,542.0,103.0,12.0,24.0,5.0,10.0,74.0,6.0,10.0,37.5
Jaden Philogene Bidace,eng ENG,"FW,MF",Aston Villa,23.0,2002.0,11.0,2.0,332.0,0.0,0.0,4.0,1.0,0.5,0.3,7.0,4.0,17.0,0.0,0.0,0.13,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,63.0,73.3,850.0,81.6,85.7,66.7,1.0,1.0,3.0,0.0,4.0,5.0,1.36,0.0,0.0,11.0,5.0,6.0,2.0,5.0,0.0,5.0,3.0,145.0,4.0,27.0,54.0,66.0,14.0,15.0,26.7,53.3,75.0,239.0,7.0,5.0,7.0,7.0,3.0,83.0,17.0,12.0,8.0,1.0,4.0,21.0,0.0,5.0,0.0
Jadon Sancho,eng ENG,FW,Chelsea,25.0,2000.0,28.0,18.0,1668.0,3.0,4.0,1.0,0.0,2.0,3.4,96.0,86.0,214.0,0.16,0.22,0.11,0.18,0.0,0.0,0.0,0.0,30.4,0.38,0.13,15.3,624.0,82.5,8433.0,89.2,84.0,50.0,35.0,25.0,46.0,0.0,86.0,65.0,3.51,10.0,0.54,10.0,6.0,12.0,7.0,9.0,0.0,9.0,2.0,915.0,11.0,114.0,267.0,544.0,116.0,95.0,47.4,40.0,619.0,2337.0,96.0,32.0,55.0,29.0,21.0,715.0,214.0,6.0,11.0,5.0,23.0,97.0,5.0,10.0,33.3
Jahmai Simpson-Pusey,eng ENG,DF,Manchester City,19.0,2005.0,2.0,1.0,96.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.104956896551727,0.0,0.0724353448275862,15.432112068965518,107.0,93.0,1754.0,95.9,96.6,42.9,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,123.0,9.0,61.0,59.0,3.0,1.0,1.0,0.0,0.0,79.0,190.0,1.0,0.0,0.0,1.0,0.0,101.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,25.0
